Protein_ID	Species	Orthogroup	OG_Median_Intensity_All	OG_Median_Intensity_GramPos	OG_Median_Intensity_GramNeg	Protein_Mean_Relative_Intensity	Localization
WP_122481533.1	L_reuteri	OG0000147	1.17537069979e-05	1.17537069979e-05		0.0001973352793879	Cytoplasmic Membrane
WP_003664551.1	L_reuteri	OG0000155	0.0001312563246274	0.000195597027391	6.69156218638e-05	0.000195597027391	Cytoplasmic
WP_174891964.1	L_reuteri	OG0000272	0.0001253730854337	0.0001253730854337		0.0001939941334241	Cytoplasmic Membrane
WP_019252905.1	L_reuteri	OG0000065	3.85061659279e-05	9.78003745041e-05	2.90895397769e-05	0.0001929437199855	Cytoplasmic
WP_003665372.1	L_reuteri	OG0000030	0.0002498915993515	0.0002613172226054	1.36016694593e-05	0.0001913555072831	Cytoplasmic Membrane
WP_019253639.1	L_reuteri	OG0000506	0.0001890332723217	0.0004106465471906	4.83147935766e-05	0.0001890332723217	Cytoplasmic Membrane
WP_011953356.1	L_reuteri	OG0000012	0.0004972699561946	0.0001859769831814	0.0045370663495466	0.0001859769831814	Cytoplasmic
WP_003667190.1	L_reuteri	OG0000148	0.0001837608287535	0.0001837608287535		0.0001837608287535	Cytoplasmic Membrane
WP_122481296.1	L_reuteri	OG0000895	0.000116859604106	0.000116859604106		0.0001836525708582	Cytoplasmic Membrane
WP_035152635.1	L_reuteri	OG0000775	0.0001681229777203	0.0001681229777203		0.0001835881875235	Cytoplasmic Membrane
WP_003675915.1	L_reuteri	OG0000079	5.74696418107e-05	5.74696418107e-05	4.96565204376e-05	0.0001827107611257	Cytoplasmic
WP_109897682.1	L_reuteri	OG0000050	4.09250221797e-05	6.32549168872e-05	2.41281969791e-05	0.0001804545255148	Cytoplasmic Membrane
WP_109897265.1	L_reuteri	OG0000022	0.0002151967336506	0.0002517848427121	9.77755164864e-05	0.0001786086245891	Cytoplasmic
WP_003664107.1	L_reuteri	OG0000166	0.0001258071810414	0.0002704962115618	2.71035589805e-05	0.0001785033310061	Cytoplasmic
WP_334612662.1	L_reuteri	OG0000975	9.07508617263e-05	9.07508617263e-05		0.0001776182790137	Cytoplasmic
WP_003667620.1	L_reuteri	OG0000118	0.0007724010753144	0.0011189223098048	0.0006502857807641	0.0001760899936029	Cytoplasmic
WP_065532792.1	L_reuteri	OG0000513	2.22649466622e-05	2.22649466622e-05		0.0001755238874005	Cytoplasmic
WP_109885041.1	L_reuteri	OG0000008	0.0001116801003372	0.0001043744391526	0.0001670269182255	0.0001724869661039	Cytoplasmic
WP_003667602.1	L_reuteri	OG0000336	5.12246800351e-05	9.18226463405e-05	7.6965248892e-06	0.0001724462107112	Cytoplasmic Membrane
WP_122480861.1	L_reuteri	OG0000128	0.0006385267076732	0.0011841081771771	1.69290473759e-05	0.0001720730221011	Cytoplasmic
WP_003674338.1	L_reuteri	OG0000327	0.0001388478329636	0.0001712191747553	1.31168534423e-05	0.0001712191747553	Cytoplasmic
WP_167810175.1	L_reuteri	OG0000054	0.0001698405052968	0.0005885660332666	3.78918282346e-05	0.0001698405052968	Cytoplasmic
WP_142490603.1	L_reuteri	OG0000212	0.0001689690207864	0.0001689690207864	0.0001524925301929	0.0001689690207864	Cytoplasmic
WP_334612805.1	L_reuteri	OG0000149	4.35877433109e-05	4.35877433109e-05		0.0001676406290273	Cytoplasmic
WP_109884865.1	L_reuteri	OG0000400	0.0005084728013679	0.0005084728013679		0.0001665045111362	Cytoplasmic
WP_122481527.1	L_reuteri	OG0000147	1.17537069979e-05	1.17537069979e-05		0.0001628395620644	Cytoplasmic Membrane
WP_003675747.1	L_reuteri	OG0000073	0.0017554684155734	0.0021620679248264	0.000896961597179	0.0001627753274944	Cytoplasmic
WP_063164364.1	L_reuteri	OG0000467	0.0001259255934284	8.19672722136e-05	0.0001259255934284	0.0001619196861214	Cytoplasmic
WP_142490344.1	L_reuteri	OG0000384	9.30334262714e-05	9.30334262714e-05		0.0001609961040151	Cytoplasmic Membrane
WP_334612830.1	L_reuteri	OG0000012	0.0004972699561946	0.0001859769831814	0.0045370663495466	0.0001570753347573	Cytoplasmic
WP_142490407.1	L_reuteri	OG0001004	0.0001943285381369	0.0001943285381369		0.0001567695588986	Cytoplasmic Membrane
WP_003668425.1	L_reuteri	unique				0.0001567597296092	Cytoplasmic
WP_003674923.1	L_reuteri	OG0000104	0.0001792739053641	0.0002947841669699	7.3048345569e-06	0.0001554770139392	Cytoplasmic Membrane
WP_003667426.1	L_reuteri	OG0000131	0.0004877585018821	0.0011348632750595	0.0002936703762045	0.0001553996712291	Cytoplasmic
WP_003664564.1	L_reuteri	OG0000143	0.0004926542556427	0.0004381610653491	0.0010087344199105	0.0001551359183386	Cytoplasmic
WP_109883483.1	L_reuteri	OG0000574	0.0001514895584952	0.0001514895584952		0.0001514895584952	Cytoplasmic Membrane
WP_003674330.1	L_reuteri	OG0000044	0.0002174129842175	0.0001490636744827	0.0006417947641899	0.0001490636744827	Cytoplasmic
WP_003676267.1	L_reuteri	OG0000175	0.0001501021791566	0.0002536357918784	7.21246995748e-05	0.0001473621011382	Cytoplasmic
WP_016496438.1	L_reuteri	unique				0.0001467903185536	Cytoplasmic Membrane
WP_003664550.1	L_reuteri	OG0000184	0.0006888534017656	0.0007324425393756	0.0004178471198354	0.0001449046216502	Cytoplasmic
WP_122480940.1	L_reuteri	OG0000106	0.0001006520443863	0.0001436258626746	2.76712107102e-05	0.0001436258626746	Cytoplasmic
WP_016496805.1	L_reuteri	OG0001006	8.50676518732e-05	8.50676518732e-05		0.0001435312286164	Cytoplasmic Membrane
WP_003676182.1	L_reuteri	OG0001005	0.0001325314514057	0.0001325314514057		0.0001431602695283	Extracellular
WP_012390618.1	L_reuteri	OG0000756	0.0003893190756962	0.0003893190756962		0.0001417803410352	Cytoplasmic Membrane
WP_003670795.1	L_reuteri	OG0000254	0.0002681366477329	0.0003674304452601	0.0001560103625494	0.0001376485835795	Cytoplasmic
WP_003669945.1	L_reuteri	OG0000051	5.4780285701e-05	5.4780285701e-05		0.0001372533012253	Cytoplasmic Membrane
WP_035161517.1	L_reuteri	OG0000188	0.0001314507530835	0.0001314507530835		0.0001371728971935	Cytoplasmic Membrane
WP_334612646.1	L_reuteri	OG0000354	0.0001226426960643	0.0001226426960643		0.0001367343267415	Cytoplasmic Membrane
WP_003666862.1	L_reuteri	OG0000218	0.0001361445693061	0.0003145584922651	0.0001343892288039	0.0001361445693061	Cytoplasmic
WP_003666462.1	L_reuteri	OG0000516	6.3119649775e-06	6.3119649775e-06		0.0001356524511652	Cytoplasmic Membrane
WP_003667521.1	L_reuteri	OG0000007	9.40847804381e-05	0.0001840133788508	5.8458509059e-06	0.0001355575153265	Cytoplasmic Membrane
WP_003674268.1	L_reuteri	OG0000179	0.000115422392436	0.0001498551035271	4.92073294672e-05	0.0001337099225916	Cytoplasmic
WP_003664528.1	L_reuteri	OG0000097	0.0023626067079147	0.0009425286214457	0.003053136879894	0.0001333436576347	Cytoplasmic
WP_122481688.1	L_reuteri	OG0000997	0.0001235029308465	0.0001235029308465		0.0001304023026018	Cytoplasmic
WP_122480727.1	L_reuteri	OG0000390	0.0003728383945744	0.0003728383945744		0.0001298314514141	Cytoplasmic
WP_122480831.1	L_reuteri	OG0000047	0.0001191261386516	0.0001256840081069	0.0001125682691963	0.0001292128917506	Cytoplasmic
WP_003674130.1	L_reuteri	unique				0.0001290545051833	Cytoplasmic Membrane
WP_042746509.1	L_reuteri	OG0001007	0.0001024758568449	0.0001024758568449		0.0001264476271663	Cytoplasmic
WP_081372314.1	L_reuteri	OG0000188	0.0001314507530835	0.0001314507530835		0.0001257286089735	Cytoplasmic Membrane
WP_122481173.1	L_reuteri	OG0001008	7.06184354802e-05	0.0001255553320015	1.56815389589e-05	0.0001255553320015	Cytoplasmic Membrane
WP_164960561.1	L_reuteri	OG0000349	6.52318467584e-05	0.0001227063235275	7.7573699894e-06	0.0001227063235275	Cytoplasmic
WP_016497152.1	L_reuteri	OG0001005	0.0001325314514057	0.0001325314514057		0.0001219026332831	Cytoplasmic Membrane
WP_003666837.1	L_reuteri	OG0000267	0.0001218133468004	0.0001218133468004		0.0001218133468004	Cytoplasmic
WP_035153248.1	L_reuteri	OG0000340	6.07882432963e-05	0.0003354193696834	1.420978447e-06	0.000119399500094	Cytoplasmic
WP_004562452.1	L_reuteri	OG0000395	0.0001673217549268	0.0001673217549268		0.0001145479275613	Cytoplasmic
WP_003674929.1	L_reuteri	unique				0.0001137190893094	Cytoplasmic Membrane
WP_107721053.1	L_reuteri	OG0000129	0.0003544293265817	0.0004541368468763	7.23496559852e-05	0.0001134077158865	Cytoplasmic Membrane
WP_122481592.1	L_reuteri	OG0000151	0.0021597269349921	0.0021597269349921		0.0001130194967797	Extracellular
WP_109897586.1	L_reuteri	unique				0.0001123069434264	Cytoplasmic Membrane
WP_122481377.1	L_reuteri	unique				0.0001121796764721	Extracellular
WP_122481915.1	L_reuteri	unique				0.0001110884657629	Cytoplasmic Membrane
WP_003671993.1	L_reuteri	unique				0.0001083832265959	Cytoplasmic
WP_216271207.1	L_reuteri	OG0000148	0.0001837608287535	0.0001837608287535		0.0001066052042039	Cytoplasmic Membrane
WP_079375970.1	L_reuteri	OG0000352	7.63814521691e-05	7.63814521691e-05		0.0001041752771086	Cytoplasmic
WP_003676118.1	L_reuteri	unique				0.0001030588104372	Cytoplasmic
WP_122480966.1	L_reuteri	unique				0.0001021569326375	Cytoplasmic Membrane
WP_122481212.1	L_reuteri	OG0000523	0.0001016724244687	0.0001016724244687		0.0001016724244687	Cytoplasmic Membrane
WP_109884269.1	L_reuteri	unique				0.0001012674358712	Cytoplasmic
WP_122480980.1	L_reuteri	unique				0.000100209778098	Cytoplasmic Membrane
WP_003668449.1	L_reuteri	OG0000586	9.8933581894e-05	9.8933581894e-05		9.8933581894e-05	Cytoplasmic
WP_016497051.1	L_reuteri	OG0000269	0.0002915395022798	0.0002915395022798		9.87489613248e-05	Cytoplasmic
WP_122480937.1	L_reuteri	OG0000363	7.44533257629e-05	7.44533257629e-05		9.76880245467e-05	Cytoplasmic
WP_122481507.1	L_reuteri	OG0000353	2.43879064931e-05	2.43879064931e-05		9.55276152674e-05	Cytoplasmic
WP_003665240.1	L_reuteri	OG0000239	0.0010311509729934	0.0001954475439904	0.0021991497604862	9.3888065271e-05	Cytoplasmic
WP_035161689.1	L_reuteri	unique				9.31636255337e-05	Cytoplasmic Membrane
WP_113896783.1	L_reuteri	OG0000312	0.0001468894563266	0.0001243108559985	0.0001710417760145	9.20320350257e-05	Cytoplasmic
WP_003676087.1	L_reuteri	OG0000336	5.12246800351e-05	9.18226463405e-05	7.6965248892e-06	9.18226463405e-05	Cytoplasmic Membrane
WP_225416207.1	L_reuteri	OG0000026	2.48494769429e-05	2.48494769429e-05	3.7533774866e-05	8.71788078565e-05	Cytoplasmic Membrane
WP_405080231.1	L_reuteri	OG0000630	8.70603385423e-05	8.70603385423e-05		8.70603385423e-05	Extracellular
WP_019252495.1	L_reuteri	OG0000361	9.83659651893e-05	9.83659651893e-05		8.67480281789e-05	Cytoplasmic
WP_122481514.1	L_reuteri	unique				8.65294492756e-05	Cytoplasmic Membrane
WP_016496977.1	L_reuteri	OG0000469	8.44011499242e-05	9.81988265387e-05	6.35538609785e-05	8.44011499242e-05	Cytoplasmic Membrane
WP_216270976.1	L_reuteri	OG0000050	4.09250221797e-05	6.32549168872e-05	2.41281969791e-05	8.42647706931e-05	Cytoplasmic
WP_003674881.1	L_reuteri	OG0000120	0.0007484953856836	0.0004369707288671	0.0009575448392844	7.90118006796e-05	Cytoplasmic
WP_063164349.1	L_reuteri	OG0000275	7.86412879156e-05	7.86412879156e-05		7.86412879156e-05	Cytoplasmic Membrane
WP_003668701.1	L_reuteri	unique				7.70712012454e-05	Cytoplasmic
WP_216271228.1	L_reuteri	OG0000152	0.0005943921298797	0.0007763496657673	0.0003034542673648	7.38567946342e-05	Cytoplasmic
WP_003675109.1	L_reuteri	OG0000024	5.49791144986e-05	0.0001939998851483	1.98467951184e-05	7.37288249113e-05	Cytoplasmic Membrane
WP_122481101.1	L_reuteri	OG0000259	0.0001771868105582	0.0002235792396001	1.1291903666e-05	7.29833203881e-05	Cytoplasmic Membrane
WP_109897725.1	L_reuteri	OG0000238	7.22795256521e-05	0.0001036561624056	1.53529300405e-05	7.22795256521e-05	Cytoplasmic
WP_142490298.1	L_reuteri	OG0000937	4.46545223469e-05	4.46545223469e-05		7.13954199428e-05	Cytoplasmic Membrane
WP_003675646.1	L_reuteri	OG0000035	0.0002540531652244	0.0006269752129611	0.0001021287922433	7.1041637612e-05	Cytoplasmic Membrane
WP_122481237.1	L_reuteri	unique				6.92318359214e-05	Cytoplasmic Membrane
WP_122480845.1	L_reuteri	unique				6.87669308416e-05	Cytoplasmic
WP_011953421.1	L_reuteri	OG0000425	6.85001159779e-05	0.0001334650599902	1.45312057598e-05	6.85001159779e-05	Cytoplasmic
WP_263853704.1	L_reuteri	OG0000044	0.0002174129842175	0.0001490636744827	0.0006417947641899	6.8384816175e-05	Cytoplasmic
WP_216270970.1	L_reuteri	unique				6.81962492367e-05	Cytoplasmic Membrane
WP_003674611.1	L_reuteri	OG0000154	5.74576326517e-05	6.78943585465e-05	2.00855013356e-05	6.78943585465e-05	Cytoplasmic
WP_035161712.1	L_reuteri	OG0000768	4.80482751435e-05	4.80482751435e-05		6.77729777723e-05	Cytoplasmic
WP_072575311.1	L_reuteri	OG0000750	3.57538026031e-05	6.74978180348e-05	4.0097871714e-06	6.74978180348e-05	Cytoplasmic Membrane
WP_122480855.1	L_reuteri	OG0000372	4.54758219958e-05	4.54758219958e-05		6.73866865854e-05	Cytoplasmic
WP_003664535.1	L_reuteri	OG0000230	0.0003029545445644	6.67710044845e-05	0.0026925169090803	6.67710044845e-05	Cytoplasmic
WP_122481103.1	L_reuteri	OG0000265	0.0004617771062684	0.0005463994071381	3.11639514027e-05	6.44988415162e-05	Cytoplasmic
WP_122481388.1	L_reuteri	OG0000357	4.92849937425e-05	4.92849937425e-05		6.40455004313e-05	Cytoplasmic
WP_003675121.1	L_reuteri	OG0000966	3.56371761191e-05	3.56371761191e-05		6.37928387348e-05	Cytoplasmic Membrane
WP_003673186.1	L_reuteri	OG0000528	6.31414481731e-05	6.31414481731e-05		6.31414481731e-05	Cytoplasmic Membrane
WP_019252288.1	L_reuteri	OG0000341	8.59385804796e-05	0.0001088311057104	3.1595719671e-05	6.30460552488e-05	Cytoplasmic Membrane
WP_003674922.1	L_reuteri	OG0000104	0.0001792739053641	0.0002947841669699	7.3048345569e-06	6.24620559962e-05	Cytoplasmic Membrane
WP_185913050.1	L_reuteri	OG0000630	8.70603385423e-05	8.70603385423e-05		6.080723021e-05	Cellwall
WP_003675334.1	L_reuteri	OG0000382	0.0002718065716544	0.0002718065716544		5.95197406805e-05	Cytoplasmic Membrane
WP_003668684.1	L_reuteri	OG0000280	0.0001598661678566	0.0001598661678566		5.94894045177e-05	Cytoplasmic
WP_216270827.1	L_reuteri	OG0000594	5.9182990987e-05	5.9182990987e-05		5.9182990987e-05	Cytoplasmic
WP_216271112.1	L_reuteri	OG0000192	4.70949682906e-05	4.70949682906e-05		5.88933232304e-05	Cytoplasmic Membrane
WP_003675173.1	L_reuteri	unique				5.87432090884e-05	Cytoplasmic Membrane
WP_109897589.1	L_reuteri	OG0000006	1.99693926415e-05	5.85379715687e-05	1.65088319135e-05	5.78269278885e-05	Cytoplasmic Membrane
WP_003666561.1	L_reuteri	unique				5.77153544983e-05	Cytoplasmic Membrane
WP_122481901.1	L_reuteri	OG0000079	5.74696418107e-05	5.74696418107e-05	4.96565204376e-05	5.74696418107e-05	Cytoplasmic
WP_003674674.1	L_reuteri	OG0000566	3.24427068595e-05	3.24427068595e-05		5.74040049032e-05	Cytoplasmic
WP_035157866.1	L_reuteri	OG0000217	1.61464226074e-05	8.8248027877e-06	2.12254535814e-05	5.72675059769e-05	Cytoplasmic
WP_122481320.1	L_reuteri	OG0000309	0.0001386680717621	5.71433275689e-05	0.0002201928159553	5.71433275689e-05	Cytoplasmic
WP_003674321.1	L_reuteri	OG0000066	0.0001969471614128	0.0004221189771293	4.70701092061e-05	5.6737098949e-05	Cytoplasmic
WP_003675140.1	L_reuteri	OG0000629	2.44510990165e-05	2.44510990165e-05		5.56728064155e-05	Cytoplasmic
WP_086118343.1	L_reuteri	OG0000195	5.16747114103e-05	5.00890124226e-05	5.16747114103e-05	5.41959900988e-05	Cytoplasmic Membrane
WP_003669920.1	L_reuteri	OG0000849	0.0002228753806152	0.0002228753806152		5.38790847334e-05	Cytoplasmic
WP_029507544.1	L_reuteri	OG0000011	0.0001321754715007	0.0002096231239543	4.83587339313e-05	5.26666426431e-05	Cytoplasmic
WP_334612888.1	L_reuteri	OG0000223	0.0005449445041794	0.0005620986122539	0.000268830378739	5.23168928975e-05	Cytoplasmic
WP_142490405.1	L_reuteri	unique				5.18991721561e-05	Cytoplasmic
WP_122481178.1	L_reuteri	OG0000072	0.0002515494513267	0.0007769501282992	7.30104283367e-05	5.18074789065e-05	Cytoplasmic Membrane
WP_142490387.1	L_reuteri	unique				5.09784896013e-05	Cytoplasmic
WP_016496747.1	L_reuteri	OG0000046	0.0005859744781744	0.0010111144990709	5.86870005203e-05	5.02255473483e-05	Cytoplasmic
WP_019252621.1	L_reuteri	OG0000458	5.00582026281e-05	0.0062165084910571	3.56835272699e-05	5.00582026281e-05	Cytoplasmic
WP_003666632.1	L_reuteri	OG0000102	0.0023191388990428	0.0029027377605022	0.0017355400375834	4.91803236384e-05	Cytoplasmic
WP_122481297.1	L_reuteri	OG0000031	0.0003021201823191	0.0003021201823191		4.91386124024e-05	Cytoplasmic
WP_122480736.1	L_reuteri	OG0000297	0.0004870560401578	0.0018231998563992	0.0004656568863258	4.8873785986e-05	Cytoplasmic
WP_122481816.1	L_reuteri	OG0000588	3.74137600378e-05	3.74137600378e-05		4.88117424361e-05	Cytoplasmic
WP_122481530.1	L_reuteri	unique				4.83332255731e-05	Cytoplasmic Membrane
WP_253202433.1	L_reuteri	OG0000252	5.5432499984e-05	5.16076677823e-05	0.0001698549850158	4.77828355806e-05	Cytoplasmic Membrane
WP_003674427.1	L_reuteri	OG0000413	0.0001093128520999	0.001345810317155	0.0001093128520999	4.76240174761e-05	Cytoplasmic
WP_016496586.1	L_reuteri	OG0000565	4.44244067622e-05	4.44244067622e-05		4.44244067622e-05	Cytoplasmic
WP_003675168.1	L_reuteri	OG0000140	0.0004887290908718	0.0014573370272964	0.0001691183706265	4.37775437909e-05	Cytoplasmic
WP_035153731.1	L_reuteri	OG0000894	3.35504390867e-05	3.35504390867e-05		4.33635449681e-05	Cytoplasmic Membrane
WP_003674291.1	L_reuteri	OG0000328	0.0004500291144973	0.0008569640176581	1.2404794796e-06	4.30942113366e-05	Cytoplasmic
WP_216271293.1	L_reuteri	OG0000527	6.99487774878e-05	6.99487774878e-05		4.2906898743e-05	Cytoplasmic
WP_003674386.1	L_reuteri	OG0000760	5.23427759535e-05	5.23427759535e-05		4.19990965215e-05	Cytoplasmic
WP_122480795.1	L_reuteri	OG0000274	0.0001797936925397	0.0001797936925397		4.06235504587e-05	Cytoplasmic
WP_109913653.1	L_reuteri	OG0000497	4.03443983369e-05	0.0002415803855317	1.42168379358e-05	4.03443983369e-05	Cytoplasmic
WP_167810173.1	L_reuteri	unique				4.00765917015e-05	Cytoplasmic
WP_216271167.1	L_reuteri	OG0000845	3.78656622318e-05	3.78656622318e-05		3.93856644695e-05	Cytoplasmic Membrane
WP_003668789.1	L_reuteri	OG0000114	0.0006956187573804	0.000639075245121	0.0012142896423431	3.91348661131e-05	Cytoplasmic
WP_109884538.1	L_reuteri	unique				3.89684280797e-05	Cytoplasmic Membrane
WP_011953528.1	L_reuteri	OG0000870	0.0005184377380177	0.0005184377380177		3.88447405797e-05	Cytoplasmic
WP_113897328.1	L_reuteri	OG0000588	3.74137600378e-05	3.74137600378e-05		3.74137600378e-05	Cytoplasmic
WP_003675345.1	L_reuteri	unique				3.70487477486e-05	Cytoplasmic
WP_003674939.1	L_reuteri	unique				3.6546060535e-05	Cytoplasmic
WP_216271334.1	L_reuteri	OG0000518	0.0001163559723686	0.0001163559723686		3.43994707902e-05	Cytoplasmic
WP_003669853.1	L_reuteri	OG0000618	3.39333075915e-05	3.39333075915e-05		3.39333075915e-05	Cytoplasmic
WP_122481414.1	L_reuteri	OG0000591	0.0004808799567996	0.0004808799567996		3.24020198093e-05	Cytoplasmic
WP_122481263.1	L_reuteri	OG0000576	0.0002336852699723	0.0002336852699723		3.2340248492e-05	Cytoplasmic
WP_003676159.1	L_reuteri	OG0000261	3.19099704445e-05	3.19099704445e-05		3.19099704445e-05	Cytoplasmic
WP_216271474.1	L_reuteri	OG0000419	7.96058147409e-05	0.000111612237624	7.96058147409e-05	3.18236443523e-05	Cytoplasmic
WP_122480947.1	L_reuteri	OG0000204	8.23159586174e-05	0.0006476961591814	3.38732876378e-05	3.16731583586e-05	Cytoplasmic
WP_035164274.1	L_reuteri	OG0000570	2.72358937223e-05	2.72358937223e-05		3.09098232228e-05	Cytoplasmic Membrane
WP_035155063.1	L_reuteri	OG0000314	0.0003243016974665	0.0006177461659075	2.80980771161e-05	3.08572290255e-05	Cytoplasmic Membrane
WP_042746399.1	L_reuteri	OG0000897	7.78872581911e-05	7.78872581911e-05		2.97899568782e-05	Cytoplasmic Membrane
WP_216271303.1	L_reuteri	OG0000052	3.50636148911e-05	3.50636148911e-05		2.96263541859e-05	Cytoplasmic
WP_003665599.1	L_reuteri	OG0000302	5.56687776861e-05	3.9597807766e-05	7.17397476063e-05	2.9595483435e-05	Cytoplasmic
WP_122481886.1	L_reuteri	OG0000597	3.22571071073e-05	3.22571071073e-05		2.85923460473e-05	Cytoplasmic
WP_122481445.1	L_reuteri	OG0000396	8.27786318075e-05	8.27786318075e-05		2.75199531262e-05	Cytoplasmic
WP_172395850.1	L_reuteri	OG0001006	8.50676518732e-05	8.50676518732e-05		2.660407513e-05	Cytoplasmic Membrane
WP_109884480.1	L_reuteri	OG0000705	6.71355544648e-05	2.64906543252e-05	0.0001077804546044	2.64906543252e-05	Cytoplasmic Membrane
WP_216271294.1	L_reuteri	OG0000293	1.68851960611e-05	2.31501702541e-05	1.06202218681e-05	2.5824718011e-05	Cytoplasmic
WP_216271099.1	L_reuteri	unique				2.55021329393e-05	Cytoplasmic
WP_122481552.1	L_reuteri	unique				2.54025179944e-05	Cytoplasmic
WP_003675107.1	L_reuteri	unique				2.53503412837e-05	Extracellular
WP_216271166.1	L_reuteri	OG0000026	2.48494769429e-05	2.48494769429e-05	3.7533774866e-05	2.5306481831e-05	Cytoplasmic Membrane
WP_216270974.1	L_reuteri	OG0000017	0.0002845397913973	0.0003041708517906	1.32912793848e-05	2.50274565792e-05	Cytoplasmic
WP_019252012.1	L_reuteri	unique				2.49626060849e-05	Cytoplasmic
WP_003675625.1	L_reuteri	OG0000042	0.0004774996965754	0.0006345539805985	0.0004774996965754	2.471780259e-05	Cytoplasmic
WP_229307899.1	L_reuteri	OG0000818	0.0002494208294277	0.0002494208294277		2.46003862848e-05	Cytoplasmic
WP_216270967.1	L_reuteri	OG0000270	0.0001668177491367	0.0001668177491367		2.455024876e-05	Cytoplasmic
WP_003675134.1	L_reuteri	OG0000629	2.44510990165e-05	2.44510990165e-05		2.44510990165e-05	Cytoplasmic
WP_229274292.1	L_reuteri	OG0000177	3.01179450057e-05	2.44095344693e-05	3.5826355542e-05	2.44095344693e-05	Cytoplasmic
WP_003669941.1	L_reuteri	OG0000629	2.44510990165e-05	2.44510990165e-05		2.41988050588e-05	Cytoplasmic
WP_109884289.1	L_reuteri	OG0000323	1.36501748217e-05	2.38971120643e-05	3.4032375791e-06	2.38971120643e-05	Cytoplasmic Membrane
WP_122480725.1	L_reuteri	OG0000504	2.38772794641e-05	0.0003007083275165	4.5278261571e-06	2.38772794641e-05	Cytoplasmic
WP_003674352.1	L_reuteri	OG0000164	0.0003597883336075	0.0008099620136798	7.09039737068e-05	2.3712517456e-05	Cytoplasmic
WP_086141947.1	L_reuteri	OG0000515	2.36255692526e-05	2.36255692526e-05		2.36255692526e-05	Cytoplasmic
WP_122481885.1	L_reuteri	OG0000859	3.08694273915e-05	3.08694273915e-05		2.29667310876e-05	Cytoplasmic Membrane
WP_269147526.1	L_reuteri	OG0001011	3.69830225695e-05	2.29292169283e-05	5.10368282108e-05	2.29292169283e-05	Cytoplasmic Membrane
WP_109883657.1	L_reuteri	unique				2.25179594219e-05	Cytoplasmic Membrane
WP_063164569.1	L_reuteri	unique				2.23975783328e-05	Cytoplasmic
WP_003674322.1	L_reuteri	OG0000209	0.0002515387111012	0.000258670528169	9.60019905636e-05	2.22998725879e-05	Cytoplasmic
WP_003665359.1	L_reuteri	OG0001002	0.0057050084173465	0.0057050084173465		2.22811938404e-05	Cytoplasmic Membrane
WP_085649543.1	L_reuteri	OG0000929	1.674977513e-05	1.674977513e-05		2.21162729482e-05	Cytoplasmic
WP_334612885.1	L_reuteri	OG0000222	0.0004230851165321	0.0002329400467924	0.0009994391724416	2.20252815693e-05	Cytoplasmic
WP_029507556.1	L_reuteri	OG0000841	4.7484418491e-05	4.7484418491e-05		2.18896002391e-05	Cytoplasmic
WP_113896571.1	L_reuteri	OG0000909	0.0002840212083629	0.0002840212083629		2.17508279619e-05	Cytoplasmic
WP_216270972.1	L_reuteri	unique				2.1448524617e-05	Cytoplasmic
WP_003676215.1	L_reuteri	unique				2.06781635898e-05	Cytoplasmic Membrane
WP_216271041.1	L_reuteri	OG0000262	7.25097447266e-05	0.0001856680891672	2.20496164244e-05	2.06270701837e-05	Cytoplasmic
WP_122481555.1	L_reuteri	unique				2.06256654292e-05	Cytoplasmic
WP_122481595.1	L_reuteri	OG0000577	0.0001806745412181	0.0001806745412181		2.03450712077e-05	Cytoplasmic
WP_142490423.1	L_reuteri	OG0000266	2.01449372522e-05	2.01449372522e-05		2.01449372522e-05	Cytoplasmic
WP_142490382.1	L_reuteri	OG0000555	0.0001051725961056	0.0001051725961056		1.99857177764e-05	Cytoplasmic
WP_122481776.1	L_reuteri	OG0000545	1.97774698587e-05	1.97774698587e-05		1.97774698587e-05	Cytoplasmic
WP_122481443.1	L_reuteri	OG0000281	9.37786459596e-05	7.76530616499e-05	9.37786459596e-05	1.92613583631e-05	Cytoplasmic
WP_003669102.1	L_reuteri	OG0000044	0.0002174129842175	0.0001490636744827	0.0006417947641899	1.87625434118e-05	Cytoplasmic
WP_065867855.1	L_reuteri	OG0000914	3.42846069949e-05	3.42846069949e-05		1.87039948262e-05	Cytoplasmic
WP_301183842.1	L_reuteri	OG0000271	0.00011498804062	0.0001053966320619	0.00011498804062	1.86092063129e-05	Cytoplasmic
WP_142490380.1	L_reuteri	unique				1.841149414e-05	Cytoplasmic Membrane
WP_122481047.1	L_reuteri	OG0000863	1.82575121751e-05	1.82575121751e-05		1.8061550219e-05	Cytoplasmic Membrane
WP_122481315.1	L_reuteri	OG0000525	0.001102409503437	0.001102409503437		1.8038063836e-05	Cytoplasmic
WP_122481511.1	L_reuteri	OG0000051	5.4780285701e-05	5.4780285701e-05		1.79386710234e-05	Cytoplasmic Membrane
WP_122481089.1	L_reuteri	OG0000117	6.23766763089e-05	8.36159035721e-05	4.1025898727e-05	1.75868201242e-05	Cytoplasmic Membrane
WP_011953390.1	L_reuteri	OG0000912	1.75881372199e-05	1.75881372199e-05		1.7326647592e-05	Cytoplasmic
WP_216271031.1	L_reuteri	OG0000149	4.35877433109e-05	4.35877433109e-05		1.73229438216e-05	Cytoplasmic
WP_109897131.1	L_reuteri	OG0000189	8.1355928012e-05	8.1355928012e-05		1.72025475409e-05	Cytoplasmic
